 to your browser,لمتصفحك
Please select correct account,يرجى اختيار الأصناف للحجز
Please select date,يرجى اختيار الأصناف لإلغاء الحجز
Please select either the Item or Warehouse or Warehouse Type filter to generate the report.,يرجى اختيار صف واحد فقط لإنشاء قيد إعادة الترحيل
Please select item code,يرجى اختيار الصفوف لإنشاء قيود إعادة الترحيل
Please select items,يرجى اختيار الشركة
Please select items to reserve.,يرجى اختيار نوع برنامج المستويات المتعددة عند وجود أكثر من قاعدة
Please select items to unreserve.,يرجى اختيار العميل
Please select only one row to create a Reposting Entry,يرجى اختيار نوع المستند أولاً
Please select rows to create Reposting Entries,يرجى اختيار عوامل التصفية المطلوبة
Please select the Company,يرجى اختيار نوع مستند صالح
Please select the Multiple Tier Program type for more than one collection rules.,يرجى اختيار يوم العطلة الأسبوعية
Please select the customer.,يرجى اختيار {0}
Please select the document type first,يرجى اختيار {0} أولاً
Please select the required filters,"يرجى تعيين ""تطبيق الخصم الإضافي على"""
Please select valid document type.,"يرجى تعيين ""مركز تكلفة استهلاك الأصل"" في الشركة {0}"
Please select weekly off day,"يرجى تعيين ""حساب ربح/خسارة التخلص من الأصل"" في الشركة {0}"
Please select {0},"يرجى تعيين ""{0}"" في الشركة: {1}"
Please select {0} first,يرجى تعيين الحساب
Please set 'Apply Additional Discount On',يرجى تعيين حساب لمبلغ الفكة
Please set 'Asset Depreciation Cost Center' in Company {0},يرجى تعيين الحساب في المخزن {0} أو حساب المخزون الافتراضي في الشركة {1}
Please set 'Gain/Loss Account on Asset Disposal' in Company {0},يرجى تعيين بُعد محاسبي {} في {}
Please set '{0}' in Company: {1},يرجى تعيين الشركة
Please set Account,يرجى تعيين الحسابات الخاصة بالاستهلاك في فئة الأصل {0} أو الشركة {1}
Please set Account for Change Amount,يرجى تعيين البريد/الهاتف لجهة الاتصال
Please set Account in Warehouse {0} or Default Inventory Account in Company {1},يرجى تعيين الرمز المالي للعميل '%s'
Please set Accounting Dimension {} in {},يرجى تعيين الرمز المالي للإدارة العامة '%s'
Please set Company,يرجى تعيين حساب الأصل الثابت في فئة الأصل {0}
Please set Depreciation related Accounts in Asset Category {0} or Company {1},يرجى تعيين حساب الأصل الثابت في {} مقابل {}
Please set Email/Phone for the contact,يرجى تعيين رقم الصف الأب للصنف {0}
Please set Fiscal Code for the customer '%s',يرجى تعيين نوع الجذر
Please set Fiscal Code for the public administration '%s',يرجى تعيين رقم التعريف الضريبي للعميل '%s'
Please set Fixed Asset Account in Asset Category {0},يرجى تعيين حساب ربح/خسارة صرف غير محقق في الشركة {0}
Please set Fixed Asset Account in {} against {}.,يرجى تعيين حسابات ضريبة القيمة المضافة في {0}
Please set Parent Row No for item {0},"يرجى تعيين حسابات ضريبة القيمة المضافة للشركة ""{0}"" في إعدادات ضريبة القيمة المضافة الإماراتية"
Please set Root Type,يرجى تعيين شركة
Please set Tax ID for the customer '%s',يرجى تعيين مركز تكلفة للأصل أو تعيين مركز تكلفة استهلاك الأصل للشركة {}
Please set Unrealized Exchange Gain/Loss Account in Company {0},يرجى تعيين مورد للعناصر المراد تضمينها في أمر الشراء
Please set VAT Accounts in {0},يرجى تعيين قائمة عطلات افتراضية للشركة {0}
"Please set Vat Accounts for Company: ""{0}"" in UAE VAT Settings",يرجى تعيين قائمة عطلات افتراضية للموظف {0} أو الشركة {1}
Please set a Company,يرجى تعيين حساب في المخزن {0}
Please set a Cost Center for the Asset or set an Asset Depreciation Cost Center for the Company {},يرجى تعيين عنوان على الشركة '%s'
Please set a Supplier against the Items to be considered in the Purchase Order.,يرجى تعيين حساب مصروفات في جدول العناصر
Please set a default Holiday List for Company {0},يرجى تعيين بريد إلكتروني للعميل المحتمل {0}
Please set a default Holiday List for Employee {0} or Company {1},يرجى تعيين صف واحد على الأقل في جدول الضرائب والرسوم
Please set account in Warehouse {0},يرجى تعيين كل من رقم التعريف الضريبي والرمز المالي على الشركة {0}
Please set an Address on the Company '%s',يرجى تعيين حساب نقدي أو بنكي افتراضي في وسيلة الدفع {0}
Please set an Expense Account in the Items table,يرجى تعيين حساب نقدي أو بنكي افتراضي في وسيلة الدفع {}
Please set an email id for the Lead {0},يرجى تعيين حساب نقدي أو بنكي افتراضي في وسائل الدفع {}
Please set at least one row in the Taxes and Charges Table,يرجى تعيين حساب افتراضي لربح/خسارة الصرف في الشركة {}
Please set both the Tax ID and Fiscal Code on Company {0},يرجى تعيين حساب مصروفات افتراضي في الشركة {0}
Please set default Cash or Bank account in Mode of Payment {0},يرجى تعيين وحدة قياس افتراضية في إعدادات المخزون
Please set default Cash or Bank account in Mode of Payment {},يرجى تعيين حساب تكلفة البضاعة المباعة الافتراضي في الشركة {0} لتسجيل كسب وخسارة التقريب أثناء نقل المخزون
Please set default Cash or Bank account in Mode of Payments {},يرجى تعيين {0} افتراضياً في الشركة {1}
Please set default Exchange Gain/Loss Account in Company {},يرجى تعيين عامل تصفية بناءً على الصنف أو المخزن
Please set default Expense Account in Company {0},يرجى تعيين عوامل التصفية
Please set default UOM in Stock Settings,يرجى تعيين أحد الخيارات التالية:
Please set default cost of goods sold account in company {0} for booking rounding gain and loss during stock transfer,يرجى تعيين عدد الفترات المحجوزة للاستهلاك الافتتاحي
Please set default {0} in Company {1},يرجى تعيين التكرار بعد الحفظ
Please set filter based on Item or Warehouse,يرجى تعيين عنوان العميل
Please set filters,يرجى تعيين مركز التكلفة الافتراضي في الشركة {0}
Please set one of the following:,يرجى تعيين كود الصنف أولاً
Please set opening number of booked depreciations,يرجى تعيين مخزن الهدف في بطاقة العمل
Please set recurring after saving,يرجى تعيين مخزن التشغيل في بطاقة العمل
Please set the Customer Address,يرجى تعيين حقل مركز التكلفة في {0} أو إعداد مركز تكلفة افتراضي للشركة
Please set the Default Cost Center in {0} company.,يرجى إعداد جدول الحملة في الحملة {0}
Please set the Item Code first,يرجى تعيين {0}
Please set the Target Warehouse in the Job Card,يرجى تعيين {0} أولاً
Please set the WIP Warehouse in the Job Card,يرجى تعيين {0} للصنف الدفعي {1}، والذي يُستخدم لتعيين {2} عند الإرسال
Please set the cost center field in {0} or setup a default Cost Center for the Company.,يرجى تعيين {0} للعنوان {1}
Please set up the Campaign Schedule in the Campaign {0},يرجى تعيين {0} في مُنشئ الـ BOM ‏{1}
Please set {0},يرجى تعيين {0} في الشركة {1} لحساب ربح/خسارة الصرف
Please set {0} first.,يرجى تعيين {0} إلى {1}، وهو نفس الحساب المستخدم في الفاتورة الأصلية {2}
"Please set {0} for Batched Item {1}, which is used to set {2} on Submit.",يرجى إعداد وتفعيل حساب مجموعات بنوع الحساب - {0} للشركة {1}
Please set {0} for address {1},يرجى مشاركة هذا البريد الإلكتروني مع فريق الدعم ليتمكنوا من إيجاد المشكلة وإصلاحها
Please set {0} in BOM Creator {1},يرجى التحديد
Please set {0} in Company {1} to account for Exchange Gain / Loss,يرجى تحديد الشركة
"Please set {0} to {1}, the same account that was used in the original invoice {2}.",يرجى تحديد الشركة للمتابعة
Please setup and enable a group account with the Account Type - {0} for the company {1},يرجى تحديد معرّف صف صالح للصف {0} في الجدول {1}
Please share this email with your support team so that they can find and fix the issue.,يرجى تحديد {0} أولاً
Please specify,يرجى تحديد خاصية واحدة على الأقل في جدول الخصائص
Please specify Company,يرجى تحديد الكمية أو معدل التقييم أو كليهما
Please specify Company to proceed,يرجى تحديد نطاق من/إلى
Please specify a valid Row ID for row {0} in table {1},يرجى توريد العناصر المحددة بأفضل الأسعار الممكنة
Please specify a {0} first.,يرجى المحاولة مرة أخرى خلال ساعة
Please specify at least one attribute in the Attributes table,يرجى تحديث حالة الإصلاح
Please specify either Quantity or Valuation Rate or both,نقطة البيع
Please specify from/to range,ملف نقطة البيع
Please supply the specified items at the best possible rates,رقم الوثيقة
Please try again in an hour.,رقم الوثيقة
Please update Repair Status.,رابية
Point of Sale,بود
Point-of-Sale Profile,مستخدم البوابة
Policy No,مستخدمو البوابة
Policy number,عمودي
Pond,مورد محتمل
Pood,مفتاح وصف النشر
Portal User,دراسات عليا
Portal Users,مفتاح مسار البريد
Portrait,قائمة مفاتيح مسار البريد
Possible Supplier,سلسلة مسار البريد
Post Description Key,مفتاح عنوان النشر
Post Graduate,الرمز البريدي
Post Route Key,مصروفات البريد
Post Route Key List,تاريخ القيد
Post Route String,وراثة تاريخ القيد لربح/خسارة الصرف
Post Title Key,تاريخ القيد لا يمكن أن يكون مستقبلاً
Postal Code,تاريخ ووقت القيد
Postal Expenses,وقت القيد
Posting Date,تاريخ القيد ووقت القيد إلزاميان
Posting Date Inheritance for Exchange Gain / Loss,يجب أن يكون ختم القيد بعد {0}
Posting Date cannot be future date,صفقة مبيعات محتملة
Posting Datetime,رطل
Posting Time,رطل-قوة
Posting date and posting time is mandatory,رطل/قدم مكعب
Posting timestamp must be after {0},رطل/بوصة مكعبة
Potential Sales Deal,رطل/ياردة مكعبة
Pound,رطل/غالون (المملكة المتحدة)
Pound-Force,رطل/غالون (الولايات المتحدة)
Pound/Cubic Foot,باوندال
Pound/Cubic Inch,مدعوم بواسطة {0}
Pound/Cubic Yard,ما قبل المبيعات
Pound/Gallon (UK),تفضيل
Pound/Gallon (US),البريد الإلكتروني المفضل للاتصال
Poundal,البريد الإلكتروني المفضل
Powered by {0},الرئيس
Pre Sales,نوع مستند المرجع السابق
Preference,منع أوامر الشراء
Preferred Contact Email,منع أوامر الشراء
Preferred Email,منع طلبات عروض الأسعار
President,وقائي
Prevdoc DocType,إجراء وقائي
Prevent POs,الصيانة الوقائية
Prevent Purchase Orders,معاينة
Prevent RFQs,معاينة البريد الإلكتروني
Preventive,معاينة المواد المطلوبة
Preventive Action,السنة المالية السابقة لم تُغلق
Preventive Maintenance,الخبرة العملية السابقة
Preview,السنة السابقة لم تُغلق، يرجى إغلاقها أولاً
Preview Email,السعر
Preview Required Materials,السعر ({0})
Previous Financial Year is not closed,مخطط خصومات الأسعار
Previous Work Experience,شرائح خصومات الأسعار
"Previous Year is not closed, please close it first",قائمة الأسعار
Price,بلد قائمة الأسعار
Price ({0}),عملة قائمة الأسعار
Price Discount Scheme,عملة قائمة الأسعار غير محددة
Price Discount Slabs,إعدادات قائمة الأسعار
Price List,سعر الصرف لقائمة الأسعار
Price List Country,اسم قائمة الأسعار
Price List Currency,سعر قائمة الأسعار
Price List Currency not selected,سعر قائمة الأسعار (عملة الشركة)
Price List Defaults,يجب أن تكون قائمة الأسعار صالحة للشراء أو البيع
Price List Exchange Rate,قائمة الأسعار {0} معطلة أو غير موجودة
Price List Name,السعر غير معتمد على وحدة القياس
Price List Rate,السعر لكل وحدة ({0})
Price List Rate (Company Currency),السعر غير مُحدد للصنف
Price List must be applicable for Buying or Selling,السعر غير موجود للصنف {0} في قائمة الأسعار {1}
Price List {0} is disabled or does not exist,السعر أو خصم المنتج
Price Not UOM Dependent,مطلوب شرائح السعر أو خصم المنتج
Price Per Unit ({0}),السعر لكل وحدة (وحدة المخزون)
Price is not set for the item.,التسعير
Price not found for item {0} in price list {1},قاعدة التسعير
Price or Product Discount,علامة قاعدة التسعير
Price or product discount slabs are required,تفاصيل قاعدة التسعير
Price per Unit (Stock UOM),مساعدة قاعدة التسعير
Pricing,رمز الصنف لقاعدة التسعير
Pricing Rule,مجموعة الصنف لقاعدة التسعير
Pricing Rule Brand,تم تحديث قاعدة التسعير {0}
Pricing Rule Detail,قواعد التسعير
Pricing Rule Help,العنوان الأساسي
Pricing Rule Item Code,تفاصيل العنوان الأساسي
Pricing Rule Item Group,العنوان الأساسي ووسيلة الاتصال
Pricing Rule {0} is updated,وسيلة الاتصال الأساسية
Pricing Rules,تفاصيل وسيلة الاتصال الأساسية
Primary Address,البريد الإلكتروني الأساسي للاتصال
Primary Address Details,الطرف الأساسي
Primary Address and Contact,الدور الأساسي
Primary Contact,الإعدادات الأساسية
Primary Contact Details,طباعة
Primary Contact Email,تنسيق الطباعة
Primary Party,منشئ تنسيق الطباعة
Primary Role,عنوان الطباعة
Primary Settings,طباعة نماذج IRS 1099
Print,لغة الطباعة
Print Format,تفضيلات الطباعة
Print Format Builder,طباعة الإيصال
Print Heading,طباعة الإيصال عند اكتمال الطلب
Print IRS 1099 Forms,إعدادات الطباعة
Print Language,نمط الطباعة
Print Preferences,طباعة وحدة القياس بعد الكمية
Print Receipt,طباعة بدون مبلغ
Print Receipt on Order Complete,الطباعة والقرطاسية
Print Settings,تم تحديث إعدادات الطباعة في تنسيق الطباعة الخاص
Print Style,طباعة الضرائب ذات المبلغ الصفري
Print UOM after Quantity,طُبع في {0}
Print Without Amount,الطباعة
Print and Stationery,تفاصيل الطباعة
Print settings updated in respective print format,إعدادات الطباعة
Print taxes with zero amount,الأولويات
Printed on {0},الأولوية
Printing,الأولوية لا يمكن أن تكون أقل من 1
Printing Details,تم تغيير الأولوية إلى {0}
Printing Settings,الأولوية إلزامية
Priorities,تم تكرار الأولوية {0}
Priority,الأسهم الخاصة
Priority cannot be lesser than 1.,الاحتمالية
Priority has been changed to {0}.,الاحتمالية (%)
Priority is mandatory,المشكلة
Priority {0} has been repeated.,الإجراء
Private Equity,معالجة المحاسبة المؤجلة
Probability,وصف العملية
Probability (%),فاقد العملية
Problem,نسبة فاقد العملية لا يمكن أن تتجاوز 100
Procedure,كمية فاقد العملية
Process Deferred Accounting,كمية الفاقد
Process Description,تقرير فاقد العملية
Process Loss,قيمة فاقد العملية
Process Loss Percentage cannot be greater than 100,مالك العملية
Process Loss Qty,الاسم الكامل لمالك العملية
Process Loss Quantity,معالجة تسوية الدفعات
Process Loss Report,سجل معالجة تسوية الدفعات
Process Loss Value,تخصيصات سجل معالجة تسوية الدفعات
Process Owner,معالجة كشف الحسابات
Process Owner Full Name,معالجة نسخة الـ CC من كشف الحسابات
Process Payment Reconciliation,معالجة كشف حساب العميل
Process Payment Reconciliation Log,معالجة الاشتراك
Process Payment Reconciliation Log Allocations,المعالجة في معاملة واحدة
Process Statement Of Accounts,قوائم BOM المعالجة
Process Statement Of Accounts CC,العمليات
Process Statement Of Accounts Customer,جاري معالجة المبيعات! يرجى الانتظار...
Process Subscription,معالجة ملفات XML
Process in Single Transaction,التوريد
Processed BOMs,متابعة المشتريات
Processes,إنتاج الكمية
Processing Sales! Please Wait...,الكمية المنتجة / المستلمة
Processing XML Files,الكمية المنتجة
Procurement,الكمية المنتجة
Procurement Tracker,منتج
Produce Qty,حزمة المنتج
Produced / Received Qty,رصيد حزمة المنتج
Produced Qty,مساعدة حزمة المنتج
Produced Quantity,عنصر حزمة المنتج
Product,مخطط خصم المنتج
Product Bundle,شرائح خصم المنتج
Product Bundle Balance,استعلام المنتج
Product Bundle Help,مدير المنتج
Product Bundle Item,معرّف سعر المنتج
Product Discount Scheme,الإنتاج
Product Discount Slabs,تحليلات الإنتاج
Product Enquiry,صنف الإنتاج
Product Manager,خطة الإنتاج
Product Price ID,تم تقديم خطة الإنتاج بالفعل
Production,عنصر خطة الإنتاج
Production Analytics,مرجع عنصر خطة الإنتاج
Production Item,طلب مواد لخطة الإنتاج
Production Plan,مخزن طلب مواد خطة الإنتاج
Production Plan Already Submitted,كمية خطة الإنتاج
Production Plan Item,طلب مبيعات خطة الإنتاج
Production Plan Item Reference,عنصر التجميع الفرعي لخطة الإنتاج
Production Plan Material Request,عنصر التجميع الفرعي لخطة الإنتاج
Production Plan Material Request Warehouse,ملخص خطة الإنتاج
Production Plan Qty,تقرير تخطيط الإنتاج
Production Plan Sales Order,المنتجات
Production Plan Sub Assembly Item,الملف الشخصي
Production Plan Sub-assembly Item,الأرباح والخسائر
Production Plan Summary,الربح هذا العام
Production Planning Report,الأرباح والخسائر
Products,بيان الأرباح والخسائر
Profile,ملخص الأرباح والخسائر
Profit & Loss,الربح للسنة
Profit This Year,الربحية
Profit and Loss,تحليل الربحية
Profit and Loss Statement,التقدم
Profit and Loss Summary,نسبة التقدم لمهمة لا يمكن أن تتجاوز 100.
Profit for the year,التقدم (%)
Profitability,مشروع
Profitability Analysis,دعوة تعاون مشروع
Progress,معرّف المشروع
Progress % for a task cannot be more than 100.,مدير المشروع
Progress (%),اسم المشروع
Project,تقدم المشروع:
Project Collaboration Invitation,تاريخ بدء المشروع
Project Id,حالة المشروع
Project Manager,ملخص المشروع
Project Name,ملخص المشروع لـ {0}
Project Progress:,قالب المشروع
Project Start Date,مهمة قالب المشروع
Project Status,نوع المشروع
Project Summary,تحديث المشروع
Project Summary for {0},تحديث المشروع.
Project Template,مستخدم المشروع
Project Template Task,قيمة المشروع
Project Type,نشاط/مهمة المشروع.
Project Update,سجل المشروع.
Project Update.,سيكون المشروع متاحاً على الموقع لهؤلاء المستخدمين
Project User,تتبع المخزون حسب المشروع
Project Value,تتبع المخزون حسب المشروع
Project activity / task.,لا توجد بيانات حسب المشروع لعروض السعر
Project master.,الكمية المتوقعة
Project will be accessible on the website to these users,الكمية المتوقعة
Project wise Stock Tracking,معادلة الكمية المتوقعة
Project wise Stock Tracking ,الكمية المتوقعة
Project-wise data is not available for Quotation,المشاريع
Projected Qty,مدير المشاريع
Projected Quantity,إعدادات المشاريع
Projected Quantity Formula,مستخدمو المشاريع
Projected qty,ترويجي
Projects,مخطط ترويجي
Projects Manager,معرّف المخطط الترويجي
Projects Settings,خصم سعر المخطط الترويجي
Projects User,خصم منتج المخطط الترويجي
Promotional,الكمية الفورية
Promotional Scheme,كتابة المقترحات
Promotional Scheme Id,مقترح/عرض سعر
Promotional Scheme Price Discount,نسبة مخصصة
Promotional Scheme Product Discount,عميل محتمل
Prompt Qty,عميل محتمل
Proposal Writing,فرصة العميل المحتمل
Proposal/Price Quote,مالك العميل المحتمل
Prorate,العميل المحتمل {0} موجود بالفعل
Prospect,العملاء المحتملون
Prospect Lead,العملاء المحتملون المتفاعلون ولكن غير المحوّلين
Prospect Opportunity,يرجى تقديم البريد الإلكتروني المسجل في الشركة
Prospect Owner,المزوّد
Prospect {0} already exists,التزويد
Prospecting,حساب مؤقت
Prospects Engaged But Not Converted,حساب مصروفات مؤقت
Provide Email Address registered in company,الربح/الخسارة المؤقت (دائن)
Provider,رطل لكل 1000 قدم
Providing,تاريخ النشر
Provisional Account,تاريخ النشر
Provisional Expense Account,الناشر
Provisional Profit / Loss (Credit),معرّف الناشر
Psi/1000 Feet,النشر
Publish Date,الشراء
Published Date,قيمة الشراء
Publisher,تحليلات الشراء
Publisher ID,تاريخ الشراء
Publishing,إعدادات الشراء الافتراضية
Purchase,تفاصيل الشراء
Purchase Amount,فاتورة شراء
Purchase Analytics,دفعة مقدمة لفاتورة شراء
Purchase Date,عنصر فاتورة شراء
Purchase Defaults,اتجاهات فواتير الشراء
Purchase Details,لا يمكن إنشاء فاتورة شراء لأصل موجود {0}
Purchase Invoice,فاتورة الشراء {0} مقدمة بالفعل
Purchase Invoice Advance,فواتير الشراء
Purchase Invoice Item,مدير الشراء
Purchase Invoice Trends,مدير مشتريات رئيسي
Purchase Invoice cannot be made against an existing asset {0},أمر شراء
Purchase Invoice {0} is already submitted,قيمة أمر الشراء
Purchase Invoices,قيمة أمر الشراء (عملة الشركة)
Purchase Manager,تحليل أمر الشراء
Purchase Master Manager,تاريخ أمر الشراء
Purchase Order,عنصر أمر الشراء
Purchase Order Amount,العناصر الموردة لأمر الشراء
Purchase Order Amount(Company Currency),مرجع عنصر أمر الشراء مفقود في إيصال التعاقد الخارجي {0}
Purchase Order Analysis,عناصر أمر الشراء غير مستلمة في الوقت المحدد
Purchase Order Date,قاعدة تسعير أمر الشراء
Purchase Order Item,أمر الشراء مطلوب
Purchase Order Item Supplied,أمر الشراء مطلوب للصنف {}
Purchase Order Item reference is missing in Subcontracting Receipt {0},اتجاهات أوامر الشراء
Purchase Order Items not received on time,تم إنشاء أوامر شراء لكل عناصر أوامر البيع
Purchase Order Pricing Rule,رقم أمر الشراء مطلوب للصنف {0}
Purchase Order Required,أمر الشراء {0} غير مقدم
Purchase Order Required for item {},أوامر الشراء
Purchase Order Trends,عناصر أوامر الشراء المتأخرة
Purchase Order already created for all Sales Order items,لا يُسمح بأوامر الشراء لـ {0} بسبب تقييم بطاقة الأداء {1}.
Purchase Order number required for Item {0},أوامر الشراء المطلوب فوترتها
Purchase Order {0} is not submitted,أوامر الشراء المطلوب استلامها
Purchase Orders,أوامر الشراء {0} غير مرتبطة
Purchase Orders Items Overdue,قائمة أسعار الشراء
Purchase Orders are not allowed for {0} due to a scorecard standing of {1}.,إيصال شراء
Purchase Orders to Bill,سيتم إنشاء مسودة إيصال الشراء تلقائياً عند تقديم إيصال التعاقد الخارجي.
Purchase Orders to Receive,تفاصيل إيصال الشراء
Purchase Orders {0} are un-linked,عنصر إيصال الشراء
Purchase Price List,العناصر الموردة لإيصال الشراء
Purchase Receipt,عناصر إيصال الشراء
Purchase Receipt (Draft) will be auto-created on submission of Subcontracting Receipt.,رقم إيصال الشراء
Purchase Receipt Detail,إيصال الشراء مطلوب
Purchase Receipt Item,إيصال الشراء مطلوب للصنف {}
Purchase Receipt Item Supplied,اتجاهات إيصالات الشراء
Purchase Receipt Items,إيصال الشراء لا يحتوي على أي عنصر مفعّل لعينة الاحتفاظ.
Purchase Receipt No,تم إنشاء إيصال الشراء {0}.
Purchase Receipt Required,إيصال الشراء {0} غير مقدم
Purchase Receipt Required for item {},إيصالات الشراء
Purchase Receipt Trends,سجل الشراء
Purchase Receipt doesn't have any Item for which Retain Sample is enabled.,مرتجع شراء
Purchase Receipt {0} created.,قالب ضرائب الشراء
Purchase Receipt {0} is not submitted,ضرائب ورسوم الشراء
Purchase Receipts,قالب ضرائب ورسوم الشراء
Purchase Register,مستخدم الشراء
Purchase Return,قيمة الشراء
Purchase Tax Template,تساعدك أوامر الشراء في التخطيط والمتابعة لمشترياتك
Purchase Taxes and Charges,تم الشراء
Purchase Taxes and Charges Template,المشتريات
Purchase User,الشراء
Purchase Value,بنفسجي
Purchase orders help you plan and follow up on your purchases,الغرض
Purchased,الغرض يجب أن يكون واحداً من {0}
Purchases,الأغراض
Purchasing,الأغراض مطلوبة
Purple,قاعدة ترتيب التخزين
Purpose,قاعدة الترتيب موجودة بالفعل للصنف {0} في المخزن {1}.
Purpose must be one of {0},الكمية
Purposes,الكمية
Purposes Required,الكمية (عملة الشركة)
Putaway Rule,الكمية (المخزن)
Putaway Rule already exists for Item {0} in Warehouse {1}.,الكمية بعد العملية
Qty,تغيير الكمية
Qty ,الكمية المستهلكة لكل وحدة
Qty (Company),الكمية في المخزون
Qty (Warehouse),الكمية لكل وحدة
Qty After Transaction,الكمية المطلوب تصنيعها
Qty Change,الكمية المطلوب تصنيعها ({0}) لا يمكن أن تكون كسراً لوحدة القياس {2}. للسماح بذلك، عطّل '{1}' في وحدة القياس {2}.
Qty Consumed Per Unit,الكمية المطلوب إنتاجها
Qty In Stock,مخطط الكمية
Qty Per Unit,الكمية والسعر
Qty To Manufacture,الكمية حسب وحدة مخزون
"Qty To Manufacture ({0}) cannot be a fraction for the UOM {2}. To allow this, disable '{1}' in the UOM {2}.",الكمية حسب وحدة مخزون
Qty To Produce,كمية لا يمكن تطبيق التكرار عليها.
Qty Wise Chart,الكمية لـ {0}
Qty and Rate,الكمية بوحدة المخزون
Qty as Per Stock UOM,الكمية في مخزن الإنتاج تحت التشغيل
Qty as per Stock UOM,كمية الصنف المنتج النهائي
Qty for which recursion isn't applicable.,كمية الصنف المنتج النهائي يجب أن تكون أكبر من 0.
Qty for {0},كمية المواد الخام ستحدد بناءً على كمية الصنف المنتج النهائي
Qty in Stock UOM,الكمية المطلوب استهلاكها
Qty in WIP Warehouse,الكمية المطلوب فوترتها
Qty of Finished Goods Item,الكمية المطلوب بناؤها
Qty of Finished Goods Item should be greater than 0.,الكمية المطلوب تسليمها
Qty of raw materials will be decided based on the qty of the Finished Goods Item,الكمية المطلوب جلبها
Qty to Be Consumed,الكمية المطلوب تصنيعها
Qty to Bill,الكمية المطلوب طلبها
Qty to Build,الكمية المطلوب إنتاجها
Qty to Deliver,الكمية المطلوب استلامها
Qty to Fetch,المؤهل
Qty to Manufacture,حالة المؤهل
Qty to Order,مؤهَّل
Qty to Produce,تم التأهيل بواسطة
Qty to Receive,تم التأهيل في
Qualification,الجودة
Qualification Status,إجراء الجودة
Qualified,حل إجراء الجودة
Qualified By,ملاحظات الجودة
Qualified on,معامل ملاحظات الجودة
Quality,قالب ملاحظات الجودة
Quality Action,معامل قالب ملاحظات الجودة
Quality Action Resolution,هدف الجودة
Quality Feedback,هدف مؤشر الجودة
Quality Feedback Parameter,فحص الجودة
Quality Feedback Template,تحليل فحص الجودة
Quality Feedback Template Parameter,معامل فحص الجودة
Quality Goal,مجموعة معاملات فحص الجودة
Quality Goal Objective,قراءة فحص الجودة
Quality Inspection,فحص الجودة مطلوب
Quality Inspection Analysis,إعدادات فحص الجودة
Quality Inspection Parameter,ملخص فحص الجودة
Quality Inspection Parameter Group,قالب فحص الجودة
Quality Inspection Reading,اسم قالب فحص الجودة
Quality Inspection Required,فحص/فحوصات الجودة
Quality Inspection Settings,إدارة الجودة
Quality Inspection Summary,مدير الجودة
Quality Inspection Template,اجتماع الجودة
Quality Inspection Template Name,جدول أعمال اجتماع الجودة
Quality Inspection(s),محضر اجتماع الجودة
Quality Management,إجراء الجودة
Quality Manager,عملية إجراء الجودة
Quality Meeting,مراجعة الجودة
Quality Meeting Agenda,هدف مراجعة الجودة
Quality Meeting Minutes,الكمية
Quality Procedure,الكمية التي يجب شراؤها أو بيعها حسب وحدة القياس
Quality Procedure Process,الكمية والمخزون
Quality Review,الكمية (A - B)
Quality Review Objective,فرق الكمية
Quantity,الكمية والمبلغ
Quantity  that must be bought or sold per UOM,الكمية والوصف
Quantity & Stock,الكمية والسعر
Quantity (A - B),الكمية والمخزن
Quantity Difference,الكمية لا يمكن أن تكون أكبر من {0} للصنف {1}
Quantity and Amount,الكمية في الصف {0} ({1}) يجب أن تكون مساوية للكمية المصنعة {2}
Quantity and Description,الكمية مطلوبة
Quantity and Rate,الكمية يجب أن تكون أكبر من صفر وأقل أو تساوي {0}
Quantity and Warehouse,الكمية يجب ألا تكون أكثر من {0}
Quantity cannot be greater than {0} for Item {1},كمية الصنف الناتجة بعد التصنيع/إعادة التعبئة من الكميات المعطاة من المواد الخام
Quantity in row {0} ({1}) must be same as manufactured quantity {2},الكمية المطلوبة للصنف {0} في الصف {1}
Quantity is required,الكمية يجب أن تكون أكبر من 0
"Quantity must be greater than zero, and less or equal to {0}",الكمية المطلوب تصنيعها
Quantity must not be more than {0},الكمية المطلوب إنتاجها
Quantity of item obtained after manufacturing / repacking from given quantities of raw materials,لا يمكن أن تكون الكمية المطلوب تصنيعها صفراً للعملية {0}
Quantity required for Item {0} in row {1},الكمية المطلوب تصنيعها يجب أن تكون أكبر من 0
Quantity should be greater than 0,الكمية المطلوب إنتاجها
Quantity to Make,الكمية المطلوب إنتاجها يجب أن تكون أكبر من صفر
Quantity to Manufacture,الكمية المطلوب مسحها
Quantity to Manufacture can not be zero for the operation {0},كوارتر (UK)
Quantity to Manufacture must be greater than 0.,كوارتر جاف (US)
Quantity to Produce,كوارتر سائل (US)
Quantity to Produce should be greater than zero.,ربع السنة {0} {1}
Quantity to Scan,ربعي
Quart (UK),خيارات الاستعلام
Quart Dry (US),سلسلة مسار الاستعلام
Quart Liquid (US),حجم الطابور يجب أن يكون بين 5 و100
Quarter {0} {1},قيد الانتظار
Quarterly,إدخال سريع
Query Options,قيد يومية سريع
Query Route String,رصيد مخزون سريع
Queue Size should be between 5 and 100,قنطار
Queued,عدد عروض السعر
Quick Entry,% عرض/عميل محتمل
Quick Journal Entry,عرض سعر
Quick Stock Balance,قيمة عرض السعر
Quintal,صنف عرض السعر
Quot Count,سبب فقدان عرض السعر
Quot/Lead %,تفاصيل سبب فقدان عرض السعر
